24.9914,121.3045
24.9877,121.3042
24.9864,121.301
24.9894,121.3074
24.9854,121.3077
24.9926,121.3085
24.9949,121.306
24.9897,121.3114
24.9956,121.31
24.9967,121.3025
24.986,121.3113
24.9914,121.2978
24.988,121.2979
24.9954,121.2976
24.9983,121.2992
24.9935,121.3129
24.9839,121.3038
24.9824,121.3094
24.9841,121.2976
24.9936,121.2943
24.9822,121.3007
24.9812,121.3057
24.9825,121.3133
24.9881,121.3145
24.9899,121.2938
25.0007,121.3018
24.9918,121.2906
24.9791,121.3113
24.978,121.3075
24.9847,121.3159
24.9801,121.2981
25.0018,121.2978
24.979,121.3153
24.9973,121.3137
24.9821,121.2944
25.0037,121.3006
24.9983,121.2956
24.9967,121.2917
24.976,121.3106
25.0007,121.2924
25.0037,121.3048
24.986,121.2939
25.0003,121.3061
24.9756,121.315
24.9814,121.3179
25.0037,121.2945
24.9995,121.3102
24.9994,121.289
24.9919,121.3159
24.9876,121.3183
25.0041,121.2904
25.007,121.2935
25.0009,121.3136
24.9912,121.32
24.9778,121.3192
24.9945,121.2882
24.9741,121.3071
25.0071,121.3028
25.0057,121.2977
25.0032,121.3103
25.0093,121.2997
24.9786,121.2941
25.0048,121.3143
24.9949,121.3171
24.9978,121.286
25.001,121.2857
24.9803,121.291
25.0025,121.3176
24.9988,121.3176
24.9947,121.2842
25.0068,121.3072
24.9783,121.3032
24.9746,121.3184
24.9842,121.3203
25.0095,121.3052
25.0099,121.2954
25.0057,121.3177
25.0084,121.3152
24.9804,121.3215
25.0097,121.3094
24.9722,121.3099
25.0119,121.3131
24.9748,121.3222
25.0009,121.3212
24.9873,121.2907
24.9839,121.2907
24.9908,121.287
24.9819,121.2878
24.9718,121.3207
24.9746,121.3032
25.0044,121.2868
24.9782,121.2876
25.0126,121.3066
25.0145,121.3105
24.9806,121.2843
24.977,121.3
24.9864,121.2872
24.9969,121.3213
24.9725,121.3246
24.9763,121.2915
25.0118,121.3174
25.0043,121.3214
25.0068,121.3112
24.9882,121.3224
24.9845,121.2841
24.9985,121.2824
24.9909,121.2828
24.9778,121.3239
24.9717,121.3166
24.9809,121.3253
24.9714,121.3042
25.0018,121.2823
25.0057,121.283
24.9693,121.3077
25.0154,121.3147
24.9716,121.3007
24.9828,121.2807
24.9991,121.3248
25.0154,121.3185
25.0006,121.2789
25.0077,121.2889
24.9744,121.2977
25.0028,121.3255
24.9676,121.304
24.9784,121.3278
24.9934,121.3225
25.0158,121.3064
24.9957,121.3254
25.0181,121.3121
25.0107,121.2912
25.0188,121.3164
24.9877,121.2824
24.9921,121.3261
25.0091,121.2848
25.0126,121.2979
24.973,121.2939
24.9747,121.3276
25.0133,121.3215
25.021,121.3136
25.008,121.3206
24.9794,121.2807
25.0136,121.2942
24.9981,121.3282
25.0165,121.3224
24.9692,121.3241
24.9731,121.2895
24.9691,121.3115
25.0088,121.2805
25.0063,121.3251
24.9899,121.279
24.9943,121.3297
25.0214,121.3097
24.9677,121.2996
25.014,121.2898
24.9848,121.3248
24.9968,121.3323
25.0145,121.3254
24.9774,121.2835
24.9755,121.2801
25.0178,121.3256
25.0121,121.3028
24.9707,121.3278
24.9829,121.3287
25.0222,121.3169
24.9778,121.2768
25.0109,121.3242
25.0194,121.3208
25.0244,121.3132
24.9968,121.2784
24.9905,121.3292
25.0052,121.2788
24.9729,121.3307
25.0003,121.331
24.981,121.2767
24.9664,121.3096
25.0115,121.2876
24.9933,121.279
25.0037,121.3292
24.9805,121.3311
24.9917,121.2758
24.9795,121.2733
25.0159,121.3024
25.0031,121.2755
24.9929,121.333
24.9691,121.3318
25.003,121.3332
24.9643,121.3064
24.9739,121.2768
25.0193,121.3061
24.9832,121.2732
24.9865,121.3286
24.9848,121.2771
24.9697,121.2959
25.026,121.3162
24.9741,121.2842
25.012,121.3284
25.0232,121.3205
24.9637,121.3029
24.9892,121.3331
24.9626,121.3102
24.9764,121.3313
24.9611,121.307
24.9725,121.3342
25.008,121.2765
25.016,121.298
25.0226,121.3061
24.9669,121.3275
24.9687,121.3181
25.0113,121.2776
24.9591,121.3104
24.9871,121.274
24.9756,121.3353
24.964,121.2992
25.0106,121.2734
25.006,121.2734
24.9577,121.3072
24.9697,121.2917
25.0027,121.2712
24.9666,121.314
25.0278,121.3127
24.9864,121.2705
24.9555,121.3109
25.0001,121.2736
24.9851,121.3319
24.9608,121.314
25.0265,121.32
25.0252,121.309
24.9794,121.335
25.0288,121.3089
25.019,121.3003
24.9862,121.3354
24.9811,121.2696
25.0246,121.3239
25.0271,121.3051
25.0211,121.3261
25.0295,121.3158
25.0314,121.311
24.9587,121.3036
24.9832,121.3365
24.9949,121.2755
24.9902,121.2713
24.981,121.339
25.0224,121.3025
24.9656,121.3308
24.9755,121.2738
25.0127,121.2814
24.9714,121.2862
24.9606,121.3001
24.9998,121.3351
24.9707,121.2819
25.0061,121.2691
24.9649,121.3172
25.0146,121.2776
25.0219,121.2987
25.0175,121.2944
25.0028,121.2677
25.031,121.3062
25.0158,121.3292
24.9997,121.2701
25.008,121.3283
24.9864,121.3389
25.0278,121.3234
25.0142,121.2851
24.9967,121.2723
24.9731,121.3378
24.9764,121.3395
24.9998,121.2657
25.0343,121.3086
25.0171,121.2907
24.9835,121.3417
25.03,121.3025
25.0094,121.2692
24.955,121.3039
25.0259,121.3011
24.9699,121.3373
25.0067,121.3315
25.0027,121.2642
25.0104,121.3319
25.0176,121.2867
24.9898,121.3367
25.0082,121.3347
24.9574,121.3001
24.9662,121.2961
25.0268,121.3274
24.9736,121.3416
25.024,121.3292
24.9935,121.2719
25.0329,121.3145
25.0138,121.3321
25.0204,121.2895
24.9962,121.2685
24.9891,121.2675
24.9717,121.2731
24.9535,121.3002
25.0208,121.2932
24.9701,121.2779
24.9852,121.2671
25.0126,121.2696
25.0237,121.2917
24.9999,121.2617
25.0332,121.3026
25.0177,121.3325
25.0206,121.3301
24.9924,121.2685
25.0035,121.3369
24.9697,121.3417
25.0322,121.3184
24.9962,121.2647
24.9713,121.3447
24.9665,121.335
25.0084,121.2656
25.0167,121.2814
24.9872,121.3432
25.0235,121.288
24.9766,121.3438
24.9794,121.342
25.0035,121.2607
24.9676,121.3444
24.9516,121.303
25.0318,121.2987
24.9961,121.3363
25.021,121.2847
24.9667,121.3388
24.9845,121.3459
25.0141,121.2733
24.9798,121.3461
25.0201,121.2813
25.03,121.3209
25.0309,121.3251
25.0275,121.3313
24.9874,121.2642
24.974,121.2698
25.0361,121.3048
24.9818,121.349
